2,1
1,85
1,9
3,1
4,1
5,1
1,5
1,34
1,24
6,1
6,49
7,1
1,16
1,4
8,1
9,1
10,1
11,1
12,1
1,47
1,3
1,18
13,1
1,5
14,1
15,1
1,113
16,1
3,1
1,24
1,24
1,487
17,1
17,1
1,47
1,84
1,173
7,1
18,1
1,131
1,35
1,35
1,99
19,1
20,1
1,24
7,1
3,1
7,1
7,6
21,1
22,1
1,8
1,14
1,82
23,1
24,1
1,47
5,1
1,5
1,6
1,16
25,1
3,1
26,1
1,67
1,3
1,65
1,65
1,5
27,1
17,1
1,38
28,1
16,1
1,123
29,1
1,5
16,1
4,1
30,1
31,1
1,8
1,15
14,6
1,67
1,16
1,47
1,44
1,16
7,1
1,45
6,61
5,1
1,38
16,1
14,1
1,94
1,64
1,32
32,1
33,1
5,1
1,16
1,16
1,71
6,16
7,1
34,1
9,1
1,3
1,272
8,1
1,196
1,5
6,3
1,258
35,1
1,3
1,151
1,5
1,8
6,16
6,164
16,1
16,1
3,1
36,9
7,1
1,3
1,186
37,1
1,150
22,8
1,113
1,8
1,47
4,1
38,1
6,66
7,249
1,7
1,39
39,67
1,47
38,1
1,38
1,5
1,5
1,5
1,16
40,240
22,39
41,1
3,1
1,7
1,42
16,1
7,1
6,29
1,73
6,7
1,29
1,39
24,1
38,1
1,134
1,38
6,7
1,3
1,22
1,32
8,1
42,1
43,8
1,4
1,186
44,1
1,52
1,47
45,1
46,1
1,38
1,16
7,1
1,113
1,222
1,7
1,49
47,1
1,6
1,158
6,73
48,1
1,67
1,4
16,1
1,8
1,16
16,6
7,1
13,1
1,47
1,120
3,1
1,34
49,1
1,29
1,14
6,1
14,1
1,60
16,1
1,3
1,186
4,1
24,76
1,38
38,1
50,1
1,27
16,1
51,1
1,141
7,1
1,4
1,4
52,1
1,14
53,7
7,1
4,1
1,3
1,22
1,22
42,1
49,1
7,1
6,1
1,84
29,1
1,14
1,4
1,23
4,53
1,6
1,16
1,543
6,3
54,1
6,52
55,34
56,1
57,1
4,1
4,1
58,6
1,38
1,16
1,76
59,1
59,1
1,29
34,1
60,1
1,5
1,5
1,5
7,1
1,3
61,6
1,7
62,1
1,38
63,1
63,1
1,5
1,9
7,1
1,38
7,1
34,1
39,16
6,1
7,1
4,1
1,64
64,1
6,6
16,1
16,1
1,85
1,85
1,5
7,1
65,1
66,1
1,132
1,6
67,1
34,1
1,5
68,1
69,1
69,1
70,65
71,1
1,14
7,1
64,1
1,5
47,1
1,16
6,218
7,1
1,5
1,5
38,1
14,1
1,3
8,1
7,1
24,1
6,369
67,1
67,1
7,1
4,6
1,64
65,130
72,1
72,1
71,6
73,1
74,1
48,123
67,1
1,38
75,1
1,47
72,1
1,92
1,47
51,1
3,1
1,49
1,64
1,251
76,24
1,3
65,1
1,16
1,73
1,507
4,1
1,71
1,6
1,16
16,1
6,1
1,14
9,7
77,1
1,83
34,1
4,1
78,86
1,123
1,3
3,1
4,1
4,1
1,64
47,1
16,1
1,5
79,1
34,1
1,67
80,1
71,1
81,1
1,72
72,1
1,140
7,1
49,1
1,5
82,1
83,1
22,1
5,1
1,5
1,5
49,1
1,67
1,34
7,1
1,4
1,47
1,128
31,8
74,1
6,1
59,1
1,8
84,1
1,435
1,5
3,1
1,65
49,6
1,4
1,120
1,120
1,85
1,47
85,1
86,1
1,86
1,86
67,1
42,1
5,1
87,1
1,16
1,16
7,1
24,1
1,67
1,98
1,106
1,323
1,65
1,7
88,39
89,1
1,38
1,42
1,606
6,7
1,400
1,34
6,34
90,1
14,1
1,42
24,1
29,1
64,1
3,1
1,3
1,67
49,1
1,5
3,1
1,7
34,1
1,5
1,47
91,1
8,72
5,1
1,86
71,1
24,1
1,13
1,20
4,1
1,317
92,1
6,1
67,1
31,8
73,1
1,6
71,1
71,1
47,1
93,1
93,1
65,1
1,123
5,1
94,1
93,1
1,7
1,72
1,131
3,1
1,64
71,1
95,1
7,1
1,24
1,24
1,39
4,1
1,426
24,1
73,1
1,47
47,1
1,16
16,6
1,38
7,6
1,20
24,1
96,1
6,1
7,1
29,1
3,1
1,148
20,1
1,16
1,645
5,1
1,4
1,5
1,379
1,379
1,379
1,7
6,96
64,1
1,71
97,123
1,3
1,3
1,47
1,65
65,1
1,65
98,1
