27,5
27,5
5,218
90,5
7,5
5,46
23,142
5,104
100,5
4,79
5,18
18,5
18,5
101,5
29,5
18,5
56,82
102,5
9,5
103,5
48,9
5,15
5,27
5,27
5,30
29,5
5,23
5,18
5,3
104,5
53,9
42,5
101,5
75,17
5,60
5,29
23,3
23,3
5,29
5,18
5,136
3,5
98,390
104,5
5,47
105,5
5,3
9,5
31,5
5,78
5,70
5,63
7,5
30,23
78,5
106,23
5,23
46,5
107,5
85,5
23,11
16,34
5,23
66,5
108,5
5,18
109,5
15,5
18,23
49,23
63,5
5,441
63,5
5,15
5,86
5,237
5,18
5,39
5,60
5,23
23,7
5,15
5,3
3,5
5,46
5,3
46,5
33,5
19,5
35,7
5,29
5,30
5,30
66,23
3,5
55,5
5,3
22,5
65,5
5,30
5,3
104,5
5,104
5,21
5,3
5,208
23,5
5,166
23,5
5,109
72,5
5,23
18,5
5,16
5,23
46,5
15,5
63,5
5,27
5,12
5,38
63,5
5,63
5,18
5,18
35,5
5,166
5,70
23,16
3,5
5,27
5,10
5,12
5,36
5,36
31,5
5,31
3,5
5,29
5,60
5,27
23,27
5,9
9,5
3,5
23,5
5,127
2,5
5,32
3,5
27,5
5,47
110,5
19,5
15,5
5,137
60,5
5,18
5,12
16,5
5,50
23,3
4,3
3,5
65,5
20,5
5,50
42,5
31,5
5,23
50,5
5,100
5,134
3,5
5,15
14,23
5,2
69,5
16,5
35,23
3,5
5,142
5,390
30,5
5,3
111,5
3,5
5,63
57,5
5,60
5,7
5,14
5,14
18,5
23,5
39,5
2,39
112,2
5,452
5,3
113,5
5,14
21,5
5,9
48,5
3,5
2,5
23,5
50,5
3,2
5,29
46,5
29,5
114,3
5,30
5,20
5,38
53,107
5,46
33,5
5,22
3,5
18,5
18,5
15,34
53,5
5,3
14,5
23,5
47,5
5,15
5,30
18,5
69,5
5,72
5,50
5,30
5,27
3,5
15,5
29,5
5,330
5,30
3,5
115,5
116,5
27,5
23,41
5,37
5,9
53,5
5,63
23,9
117,23
117,23
5,72
5,46
5,3
5,134
27,34
30,34
30,5
5,72
118,34
5,63
5,16
5,454
30,5
104,5
5,20
33,5
5,18
5,206
5,3
3,5
5,471
5,3
119,5
16,5
5,20
53,3
5,15
16,5
96,5
5,3
23,173
120,5
74,5
3,5
121,5
5,27
23,30
15,5
5,18
5,46
5,107
5,18
18,5
5,30
5,39
5,108
30,5
5,63
55,5
122,5
18,5
5,23
4,3
5,111
123,2
5,27
18,5
5,15
4,14
5,146
3,5
15,5
5,23
5,142
15,23
5,15
78,5
5,48
5,30
5,9
86,259
119,5
5,97
63,5
16,5
5,16
4,38
5,47
5,60
5,335
34,67
47,5
124,5
38,5
5,127
3,5
3,5
96,15
5,18
5,46
112,5
125,63
107,5
5,16
5,7
5,100
101,5
124,23
5,248
5,18
60,5
5,132
5,60
2,5
5,15
18,5
50,5
5,15
72,5
27,5
5,27
15,5
53,5
23,16
50,5
3,5
126,5
5,27
127,5
5,31
15,5
12,5
50,5
16,5
3,5
5,39
5,15
9,5
5,72
72,35
5,207
5,122
50,5
5,3
5,14
3,5
5,3
69,5
35,72
5,111
5,111
5,18
5,104
5,1039
18,5
128,5
5,72
5,72
72,5
29,5
5,34
86,23
5,86
5,34
5,453
27,5
111,5
21,5
5,29
23,5
86,5
86,5
86,5
5,14
5,14
5,75
18,5
5,7
5,7
12,5
63,5
86,5
5,30
29,5
65,5
129,5
5,207
16,5
5,260
23,3
20,23
18,5
30,5
35,5
98,5
30,5
63,5
57,2
16,2
16,5
130,5
5,12
131,5
9,5
5,12
5,142
7,5
111,5
5,3
5,15
5,22
132,5
16,5
23,14
5,3
5,15
46,5
5,27
5,55
79,5
3,5
5,3
5,14
21,5
133,23
105,5
5,127
134,5
5,23
14,5
97,5
18,5
5,115
5,115
29,5
18,5
5,22
5,122
5,124
5,21
18,5
5,34
3,53
30,5
21,5
5,30
30,5
22,5
5,294
63,5
14,5
135,5
5,7
5,72
29,5
5,53
5,18
5,15
5,12
5,65
34,15
5,46
29,5
5,19
65,5
18,5
3,5
63,5
136,5
137,53
5,3
5,90
34,90
3,5
14,5
5,18
30,5
23,5
5,46
5,97
5,69
30,5
5,12
3,5
5,24
5,142
98,3
21,5
5,46
5,29
138,5
5,23
5,290
3,5
139,486
5,27
140,5
141,5
5,265
3,5
5,366
5,14
2,5
142,5
124,5
60,5
143,5
5,46
5,142
3,5
29,5
72,5
23,15
5,1063
23,7
27,5
5,15
5,30
12,5
5,21
21,5
5,46
38,5
5,35
30,5
5,14
23,14
56,2
74,5
50,5
38,5
15,5
5,948
5,30
5,14
30,5
5,86
5,47
5,334
5,18
5,30
5,90
9,5
53,107
22,5
29,5
5,49
3,5
3,5
115,5
5,46
5,14
3,5
5,72
23,5
23,5
142,5
144,5
50,5
15,5
3,5
5,3
35,72
3,5
3,5
5,441
5,30
3,35
5,3
5,31
5,23
5,290
5,69
34,30
5,7
3,5
5,985
5,7
23,5
50,5
5,20
49,5
49,5
49,5
21,5
63,5
3,5
10,5
5,30
50,5
5,637
5,127
124,5
115,5
5,30
53,30
12,5
19,5
23,86
34,232
5,3
5,21
145,5
5,3
5,14
15,5
5,63
20,5
23,5
65,5
146,5
48,5
5,3
30,5
15,5
147,5
7,5
3,5
5,23
30,5
21,5
5,3
35,72
35,72
5,3
107,5
54,5
5,12
5,14
18,5
3,5
33,5
5,21
5,72
5,21
5,14
5,15
5,15
38,5
5,161
5,46
5,15
3,2
148,5
5,21
5,9
50,5
5,72
5,104
23,5
5,60
5,142
5,50
48,21
149,5
5,15
5,18
5,47
107,5
5,27
5,27
5,127
127,5
5,46
42,5
3,2
12,5
3,5
5,35
5,21
19,5
5,7
64,5
15,5
23,5
23,5
5,181
5,107
38,5
116,5
150,5
23,5
3,5
55,5
5,20
5,63
5,35
35,5
50,5
5,3
5,67
5,32
5,11
5,7
5,33
5,30
18,5
151,5
3,5
5,21
5,457
5,20
53,7
12,5
20,5
15,82
34,5
81,5
136,5
5,764
3,23
5,3
124,5
5,33
5,46
5,576
5,34
34,5
91,23
5,78
72,5
5,91
152,5
23,9
5,3
7,5
3,5
5,122
29,5
9,5
18,5
5,63
5,59
5,16
5,145
5,38
5,9
15,5
5,615
5,46
5,124
5,30
5,18
5,18
20,5
54,5
3,5
7,5
3,5
57,5
5,15
122,5
16,5
5,158
5,23
5,72
29,5
5,123
5,9
5,111
63,5
18,5
5,14
5,30
5,16
5,142
5,7
3,5
29,5
5,23
23,5
3,2
153,5
5,18
57,5
5,14
21,5
5,170
5,3
5,3
5,116
143,5
5,38
15,5
99,5
23,5
5,46
27,5
5,12
5,142
5,9
3,5
20,5
16,23
60,5
5,304
142,5
15,5
104,5
5,3
5,54
5,54
4,5
3,5
5,20
142,5
3,5
15,5
5,16
23,5
5,64
64,5
64,5
5,122
5,42
154,5
5,361
7,5
5,12
5,237
155,34
5,23
5,440
20,5
95,5
5,50
5,30
5,38
23,5
3,5
5,161
57,5
19,5
137,5
156,5
5,3
38,5
5,27
5,3
4,14
63,5
5,18
72,5
5,3
34,15
2,5
3,5
18,5
5,27
5,50
63,5
21,5
30,5
5,126
5,126
78,5
7,5
38,5
157,5
46,5
50,5
3,5
5,11
5,18
158,34
5,22
3,5
21,10
5,3
159,23
3,5
67,5
5,14
23,39
5,50
5,21
57,23
5,18
23,5
124,5
16,23
3,5
18,5
160,5
5,9
3,23
18,5
18,5
3,5
152,48
18,5
3,5
3,23
100,5
5,27
5,21
72,5
50,5
5,86
5,63
5,63
18,5
5,9
14,5
15,34
5,2
5,33
5,16
5,111
5,107
53,107
5,35
65,5
132,5
87,5
5,38
142,5
5,86
21,5
5,38
5,23
46,5
102,5
5,14
5,57
5,2
5,15
2,45
5,75
5,3
22,5
5,30
5,60
23,16
5,60
5,127
5,54
5,69
5,15
15,5
5,123
5,33
5,3
5,18
161,5
3,5
22,5
104,2
5,3
5,14
46,5
29,5
5,27
162,5
69,5
7,5
134,5
5,217
45,5
5,33
39,5
5,137
30,5
42,5
14,23
5,44
5,18
60,5
5,3
5,3
3,5
5,191
158,5
5,7
2,14
15,5
142,5
31,5
12,5
145,5
5,18
67,5
5,33
5,12
132,5
23,3
7,5
3,5
12,5
16,5
5,107
53,16
5,18
163,5
5,9
163,5
30,5
5,29
23,46
23,3
164,5
5,23
158,5
5,63
2,79
3,5
3,5
5,30
5,12
18,2
46,5
104,5
5,3
16,5
5,9
3,5
72,5
5,30
5,10
31,5
18,5
5,14
5,12
5,102
12,5
12,5
5,54
23,93
5,244
97,5
50,4
75,5
56,5
5,50
5,20
5,27
5,178
14,5
29,5
23,5
49,5
5,57
5,38
3,5
34,5
35,170
5,531
3,5
165,5
5,165
46,5
5,23
5,73
46,5
123,5
23,5
46,5
166,5
5,21
18,5
5,761
5,56
56,5
101,5
5,23
5,3
3,5
5,107
5,18
5,27
5,57
96,5
3,5
5,314
5,136
63,5
5,20
5,7
5,12
167,5
157,5
168,5
5,75
5,16
5,53
66,5
5,115
5,50
5,56
5,50
5,46
30,5
19,5
5,19
2,21
5,38
169,5
29,5
22,5
24,5
5,31
5,24
5,30
5,50
5,234
142,5
5,18
5,63
15,5
5,63
111,5
111,5
170,5
171,5
124,5
5,143
5,3
5,100
5,100
33,5
5,31
5,198
5,43
3,5
142,5
3,5
5,9
5,39
5,69
7,34
5,50
29,5
5,63
5,15
5,18
65,5
144,5
3,5
63,5
5,18
5,18
5,14
3,23
5,136
3,5
5,49
23,21
5,30
39,5
5,86
5,63
3,5
5,107
5,20
12,5
63,5
5,3
72,5
5,46
9,5
5,10
5,113
5,9
3,5
49,5
5,3
34,27
31,5
5,111
5,167
18,5
14,5
5,86
5,7
5,78
75,17
5,7
21,48
18,5
50,5
5,78
9,5
5,15
50,5
5,23
23,14
25,5
5,16
12,5
12,5
5,15
59,8
8,59
7,5
5,206
57,5
27,5
5,30
5,3
5,12
5,12
147,122
12,5
122,147
18,5
5,72
5,72
14,5
5,1151
5,16
5,27
34,5
57,5
5,8
16,5
5,30
172,5
5,172
5,16
3,5
16,4
82,56
3,2
169,5
169,5
5,141
48,50
29,5
5,42
9,5
5,637
5,21
3,5
5,31
145,5
72,5
5,72
5,764
5,17
18,5
5,24
5,18
5,14
14,5
19,5
60,5
5,18
173,5
12,5
5,29
65,5
16,5
53,142
5,7
5,18
5,9
14,5
5,188
5,3
5,63
5,101
23,124
49,5
5,78
5,272
5,79
48,46
4,7
7,5
5,78
5,47
5,63
14,4
118,23
5,16
50,5
23,14
30,5
30,5
5,18
16,5
5,67
21,5
5,23
3,5
5,14
21,5
5,3
174,5
5,72
16,5
5,24
16,5
48,272
50,5
96,65
15,5
5,15
60,5
12,5
5,16
44,5
5,18
5,200
5,86
5,123
3,5
109,5
18,5
5,126
3,5
5,18
5,18
5,30
5,79
3,5
15,5
5,97
5,97
3,5
97,23
59,15
5,18
5,18
4,15
15,5
158,23
18,5
5,74
5,78
5,33
3,5
174,5
48,5
5,112
5,72
23,112
5,14
69,5
175,5
5,440
18,5
3,5
5,33
5,24
5,21
5,29
42,5
72,5
5,15
5,27
20,5
5,42
38,5
90,5
38,5
176,5
23,5
29,5
18,5
4,5
38,5
5,3
21,5
122,5
18,5
50,5
63,5
47,5
37,5
5,15
5,18
5,101
5,14
63,5
5,100
14,5
5,16
46,5
5,12
5,46
5,14
48,5
27,5
3,5
15,34
132,5
177,5
91,5
16,5
5,30
3,5
5,295
178,5
5,3
5,39
65,5
5,15
5,31
179,5
5,173
5,173
16,5
27,5
21,5
142,5
5,12
107,5
39,5
5,63
18,5
50,5
54,5
5,38
38,2
18,5
180,5
27,5
15,5
5,167
27,5
50,5
5,335
15,5
5,50
5,9
151,5
167,5
42,5
5,163
5,42
5,18
42,5
5,42
5,3
135,5
34,31
5,63
63,23
78,5
5,124
5,50
23,5
50,5
33,96
5,18
5,234
5,20
34,105
3,5
5,123
5,18
5,18
5,18
10,123
67,5
5,3
181,5
5,25
5,25
5,20
9,5
5,22
35,5
5,22
5,3
5,335
5,115
5,18
50,53
5,124
182,53
5,7
5,60
5,3
5,7
21,5
7,5
5,16
20,5
5,14
35,5
5,16
5,46
5,3
5,63
107,5
30,5
5,63
2,16
53,5
15,5
5,30
5,931
5,24
5,25
5,18
18,5
5,31
3,35
34,101
30,5
5,35
5,107
23,3
50,5
5,142
21,5
183,5
97,5
184,5
18,5
5,18
34,5
16,5
48,21
21,48
5,97
4,14
101,5
3,5
16,5
5,18
118,5
5,14
185,5
5,60
22,5
14,5
5,18
186,5
91,5
22,5
5,3
14,5
5,188
5,3
12,5
187,23
5,72
188,5
5,27
5,15
5,12
15,5
16,5
5,7
32,5
5,3
5,29
5,21
14,5
3,5
5,21
5,18
7,35
106,5
5,199
5,23
5,142
3,2
5,127
5,15
170,5
189,5
190,23
5,31
15,5
50,5
5,19
5,157
5,3
65,5
14,5
142,2
50,5
5,9
5,20
3,23
5,27
30,5
5,49
23,14
16,5
5,18
23,170
3,5
23,3
8,5
3,5
2,50
5,116
5,15
21,5
5,20
29,5
5,31
49,5
5,50
191,5
60,5
170,5
5,46
5,14
23,5
5,662
16,5
42,302
5,18
16,5
16,23
38,5
5,46
5,46
5,63
33,5
15,5
5,3
5,142
5,60
86,5
32,29
18,5
5,16
5,14
5,30
5,124
5,57
5,237
5,829
34,5
192,5
193,5
19,5
5,19
9,5
5,65
7,5
5,42
33,5
21,5
8,5
5,34
3,5
7,5
194,5
195,5
5,65
5,46
9,5
38,5
14,5
5,33
3,23
21,5
5,115
18,5
2,5
5,18
142,5
142,34
5,44
18,5
3,5
5,15
5,22
18,5
5,98
29,2
5,2
5,3
5,20
63,5
5,12
196,5
4,14
5,63
125,16
5,42
30,5
5,30
5,30
31,5
49,5
5,31
5,31
5,3
3,5
5,64
5,81
24,5
24,5
5,23
5,156
18,5
27,5
5,27
5,27
5,769
197,5
23,5
5,30
3,5
29,32
23,5
5,18
7,5
5,3
21,5
30,5
5,23
5,312
21,5
5,57
34,170
21,5
5,173
30,5
173,5
5,14
18,5
5,31
5,127
2,5
65,5
21,5
5,35
5,14
5,29
5,29
5,78
31,5
5,31
5,96
5,30
5,30
9,5
53,399
166,23
3,5
5,50
4,5
4,3
38,17
3,5
19,5
7,5
5,63
198,5
142,5
5,39
15,5
5,122
116,5
50,5
18,53
42,5
42,5
20,5
5,30
30,5
5,3
18,5
15,5
5,737
14,5
18,5
63,5
199,23
199,23
5,23
34,5
5,21
200,5
23,16
124,5
5,27
33,5
5,11
34,5
9,23
5,31
5,111
23,79
35,5
54,5
3,5
201,23
170,5
48,142
38,5
30,5
7,5
5,16
46,5
5,18
34,170
5,30
142,5
142,5
5,166
5,3
5,497
5,46
5,3
202,5
16,5
14,5
5,38
33,5
21,23
203,5
203,5
101,5
5,397
29,5
97,5
5,86
5,30
5,15
204,53
5,16
205,4
206,5
5,16
53,39
5,3
5,14
5,156
3,5
21,5
5,21
207,23
5,3
5,15
5,3
34,46
21,5
5,50
15,5
142,5
16,5
5,63
208,5
5,79
79,5
168,5
18,5
29,5
209,34
15,5
5,237
34,29
142,5
5,7
18,5
5,170
16,5
5,16
5,18
50,5
5,142
5,18
53,23
15,23
5,18
5,49
29,5
5,27
146,5
50,5
182,5
5,1124
5,14
5,72
5,72
5,122
15,5
5,15
5,3
7,23
210,5
5,467
44,5
5,15
5,142
5,75
54,5
34,5
5,14
23,5
5,12
16,5
5,66
23,15
106,5
5,46
5,46
5,30
30,5
30,5
127,486
196,5
2,5
23,7
9,5
5,199
101,5
5,3
5,16
4,79
3,5
79,4
3,23
16,5
5,60
5,16
15,5
97,5
12,5
5,105
3,5
46,5
170,5
5,14
65,5
32,15
3,5
22,5
34,5
5,32
65,5
15,5
9,5
7,5
5,18
5,168
5,212
5,908
79,5
211,5
5,2
5,124
5,57
5,104
142,5
5,173
5,49
5,50
170,35
212,5
5,14
75,5
5,38
5,3
12,5
21,5
79,5
100,5
5,14
23,8
8,23
106,5
5,8
213,5
18,5
18,5
5,658
5,27
5,27
5,27
5,41
5,124
30,5
3,5
5,23
23,14
39,5
213,5
199,5
5,20
5,66
66,5
5,15
23,137
5,38
5,14
5,125
23,63
63,23
5,18
5,33
16,5
214,23
176,5
5,96
3,5
3,5
5,56
5,18
18,5
94,5
94,5
15,5
215,5
99,5
27,5
4,5
142,5
5,14
124,5
41,5
5,989
5,18
3,35
34,158
3,5
3,23
5,124
5,67
5,23
5,75
5,237
5,3
5,3
64,5
15,5
27,5
5,18
5,12
5,218
5,29
5,30
21,98
5,111
161,5
198,5
5,86
5,142
14,4
216,5
142,5
5,9
4,3
5,39
5,30
30,5
5,168
15,5
5,30
5,7
30,5
5,30
5,288
5,66
21,5
18,5
5,23
25,5
217,5
46,5
5,104
213,5
5,23
5,63
5,19
5,63
27,5
63,5
170,5
30,5
5,16
5,23
38,5
112,5
5,189
49,5
23,5
3,23
23,15
3,5
5,124
23,685
27,5
23,27
163,5
5,63
199,5
30,5
5,27
5,57
57,5
18,5
5,7
7,5
86,5
153,5
218,32
50,5
5,21
5,38
9,5
213,5
213,5
213,5
213,5
5,15
5,201
31,5
3,5
5,16
5,23
3,5
5,27
5,27
157,5
219,5
32,27
14,5
5,41
49,5
5,31
220,59
20,5
5,7
5,49
5,78
221,5
15,5
30,23
27,23
35,5
5,86
63,5
18,5
182,5
5,43
142,5
5,30
5,15
173,5
5,21
27,5
29,5
5,30
5,100
18,5
5,9
3,5
5,63
63,5
20,5
72,5
5,18
33,5
5,30
4,14
20,163
3,5
5,16
12,5
50,5
5,3
5,63
5,44
5,44
5,213
5,366
199,5
5,29
5,144
5,361
23,3
33,82
111,5
5,67
5,3
5,18
5,21
5,14
222,5
14,5
5,3
15,5
27,5
5,30
30,5
5,20
5,30
60,5
5,14
142,34
5,79
5,31
27,5
5,15
5,30
5,3
34,5
23,5
5,47
5,30
3,5
223,5
5,223
5,75
5,39
5,12
50,5
16,5
3,5
5,46
63,5
5,16
5,34
107,5
5,22
22,5
3,5
23,15
3,5
5,29
5,63
5,33
16,5
5,27
201,5
201,5
5,30
5,3
5,3
5,18
20,5
18,5
3,5
224,5
27,5
5,54
5,53
5,14
4,5
60,5
5,7
16,5
5,16
54,5
5,65
20,5
5,123
63,5
59,49
23,5
5,7
213,5
5,38
5,29
5,79
5,11
5,39
5,27
3,5
3,5
23,5
64,2
50,2
5,50
5,65
5,14
225,5
225,5
86,5
5,50
53,5
5,15
127,5
5,63
5,218
5,146
5,75
5,3
49,5
53,21
5,18
3,5
7,5
27,5
5,137
137,5
199,5
44,5
204,5
207,5
46,5
7,5
14,23
72,5
5,31
5,42
9,5
5,14
5,30
44,5
142,23
7,5
14,5
5,122
5,19
5,23
100,5
190,5
5,14
15,5
5,15
23,3
5,146
5,27
5,7
31,5
18,5
5,35
50,5
23,137
23,3
5,46
10,5
226,5
5,29
227,5
42,5
42,5
5,3
104,5
5,144
5,35
35,5
49,5
167,5
5,46
9,5
50,5
107,5
5,16
5,30
5,3
5,15
5,14
27,5
5,30
5,137
3,5
228,10
4,3
229,5
127,35
3,5
5,50
30,10
63,5
134,23
5,3
3,5
5,288
5,29
5,12
5,7
29,5
27,5
5,27
5,30
142,5
5,14
5,167
122,5
5,19
44,35
20,5
5,18
3,5
18,5
14,5
205,5
5,63
30,5
199,5
5,264
5,30
5,137
33,5
21,5
27,5
5,3
163,5
50,5
30,5
137,5
5,170
5,107
5,97
12,5
5,121
230,5
5,27
5,30
30,23
7,5
5,16
5,21
5,55
3,5
23,18
5,93
5,23
206,5
18,5
213,5
15,5
231,5
5,27
5,30
109,5
5,18
5,142
23,25
5,3
21,5
14,5
5,9
2,107
3,5
21,5
5,27
5,30
23,30
5,27
78,5
5,15
5,4
4,5
51,5
5,7
5,18
5,29
9,5
7,5
3,5
5,23
23,124
5,7
15,5
3,5
5,16
5,21
30,5
5,16
5,34
5,115
232,34
5,50
5,15
5,27
23,5
142,5
5,18
5,361
23,9
15,5
5,109
5,134
5,30
5,237
29,5
5,122
15,5
5,32
5,3
5,15
5,14
4,15
139,5
142,5
14,5
7,5
5,120
5,16
5,27
3,5
5,72
15,5
16,5
50,5
32,29
5,611
53,27
60,2
86,5
123,23
15,5
5,18
5,63
213,5
213,5
199,5
199,5
86,5
5,50
5,86
5,30
30,5
5,63
42,5
216,5
3,5
21,5
38,5
5,12
5,35
5,21
23,5
31,5
5,108
5,72
206,5
3,147
5,15
50,5
38,5
38,5
161,5
16,5
21,5
5,7
5,67
5,27
14,5
5,30
233,5
23,124
234,5
29,5
5,30
101,5
5,38
5,86
2,16
5,2
4,124
63,5
5,56
5,35
5,12
141,5
12,5
30,5
5,104
3,5
5,16
23,107
75,5
21,5
5,123
5,63
60,5
5,7
5,142
5,3
27,5
5,16
5,16
3,5
5,27
14,35
5,20
18,5
5,18
14,5
5,18
5,181
29,5
5,16
5,146
5,30
33,5
132,5
5,7
7,5
46,323
5,23
5,23
5,130
142,5
5,97
235,5
5,3
5,3
5,44
5,44
5,314
199,5
5,18
18,32
5,142
34,5
5,27
30,5
5,20
60,5
38,5
5,9
9,5
5,302
5,30
63,5
15,5
5,9
236,5
34,5
5,19
5,63
29,5
5,46
5,237
5,12
5,29
15,5
22,5
29,32
50,5
23,30
5,56
237,5
5,16
38,5
5,14
5,79
5,16
96,18
18,96
29,5
50,5
158,5
5,50
5,15
5,30
5,18
15,5
15,5
5,78
23,116
5,15
5,204
5,3
3,5
49,5
5,3
5,27
5,3
23,30
3,5
5,401
5,18
5,15
183,5
5,27
32,230
18,5
32,5
23,5
3,5
3,5
5,123
5,3
238,5
142,5
27,5
5,9
5,117
44,5
44,35
29,5
5,29
20,5
5,49
53,141
66,5
23,12
3,5
5,35
5,46
3,5
5,72
34,5
7,5
5,23
31,5
34,46
5,3
3,5
5,30
5,30
18,5
5,137
3,5
5,124
23,5
23,27
5,16
5,47
5,101
23,72
5,23
27,5
5,27
5,30
22,5
5,22
2,9
29,34
65,5
65,5
5,27
30,5
33,5
5,3
5,288
63,5
5,34
7,5
5,86
5,9
146,5
50,5
50,5
65,5
5,142
24,5
16,5
5,20
199,5
19,5
101,5
23,38
239,5
5,239
5,123
5,96
5,33
144,5
54,34
5,9
5,305
101,5
5,3
60,5
3,5
5,115
27,2
5,60
5,18
5,18
16,5
3,5
5,39
15,5
147,7
5,18
23,18
78,5
18,5
18,5
18,5
3,5
2,14
21,84
5,53
5,132
5,127
5,94
5,2
5,20
240,259
5,23
34,5
42,5
199,5
5,206
5,12
5,27
5,38
5,142
2,3
241,5
15,23
63,5
63,5
22,5
16,5
5,14
5,3
5,12
5,20
29,5
5,3
12,5
29,5
20,5
39,5
5,109
10,56
56,5
